Date,Name,Volume,PostDate,PostVol,Change
2020-01-07,Tether,32765511975.5798,2020-01-08,35175740303.5275,7.356
2020-01-07,TRON,1120168579.1428,2020-01-08,1120252260.9252,0.0075
2020-01-07,USD Coin,400308773.628,2020-01-08,410892667.7026,2.6439
2020-01-07,Wrapped Bitcoin,198906.9527,2020-01-08,329036.9433,65.4225
2020-01-07,XRP,2237698314.0099,2020-01-08,1782128651.9862,20.3589
2020-01-08,Binance Coin,183632221.9055,2020-01-09,169699829.3211,7.5871
2020-01-08,Bitcoin,31672559264.5185,2020-01-09,24045990465.6494,24.0794
2020-01-08,Cardano,49193345.0766,2020-01-09,26562775.5738,46.0033
2020-01-08,Chainlink,192821111.3365,2020-01-09,109938412.5014,42.9842
2020-01-08,Cosmos,128484379.8756,2020-01-09,137133708.4676,6.7318
2020-01-08,Crypto.com Coin,6041244.6644,2020-01-09,11042954.4516,82.7927
2020-01-08,Dogecoin,77251525.7058,2020-01-09,70690570.9475,8.493
2020-01-08,EOS,2680039141.9848,2020-01-09,1870288710.8978,30.2141
2020-01-08,Ethereum,9387194956.589,2020-01-09,7697325347.9047,18.0019
2020-01-08,IOTA,8308095.2215,2020-01-09,5403819.2941,34.9572
2020-01-08,Litecoin,3633957130.0777,2020-01-09,2986327757.4811,17.8216
2020-01-08,Monero,69698035.9701,2020-01-09,64810309.0578,7.0127
2020-01-08,NEM,5280185.8783,2020-01-09,5280554.5033,0.007
2020-01-08,Stellar,213522155.9713,2020-01-09,171728899.4242,19.5733
2020-01-08,Tether,35175740303.5275,2020-01-09,28026673217.2944,20.3239
2020-01-08,TRON,1120252260.9252,2020-01-09,943917224.416,15.7407
2020-01-08,USD Coin,410892667.7026,2020-01-09,307584171.3995,25.1425
2020-01-08,Wrapped Bitcoin,329036.9433,2020-01-09,129401.9829,60.6725
2020-01-08,XRP,1782128651.9862,2020-01-09,1341130889.2472,24.7456
2020-01-10,Binance Coin,200173072.3248,2020-01-11,201663502.5613,0.7446
2020-01-10,Bitcoin,28714583843.7846,2020-01-11,25521165085.3714,11.1212
2020-01-10,Cardano,47483943.21,2020-01-11,63485488.1077,33.6989
2020-01-10,Chainlink,109888553.537,2020-01-11,107902217.2078,1.8076
2020-01-10,Cosmos,180537539.2954,2020-01-11,134305837.9869,25.6078
2020-01-10,Crypto.com Coin,15037914.5556,2020-01-11,15910131.1568,5.8001
2020-01-10,Dogecoin,87683356.3335,2020-01-11,94203408.7595,7.4359
2020-01-10,EOS,2700372562.4082,2020-01-11,2568512720.0282,4.883
2020-01-10,Ethereum,9084816202.7671,2020-01-11,9332208590.1878,2.7231
2020-01-10,IOTA,7247987.5601,2020-01-11,8003701.315,10.4265
2020-01-10,Litecoin,3808140301.8112,2020-01-11,3915781114.7205,2.8266
2020-01-10,Monero,65556437.1166,2020-01-11,94891786.5587,44.7482
2020-01-10,NEM,6260413.4096,2020-01-11,4282803.1852,31.5891
2020-01-10,Stellar,211752195.1362,2020-01-11,216830961.3937,2.3984
2020-01-10,Tether,34207037021.5864,2020-01-11,31049760361.2848,9.2299
2020-01-10,TRON,1156355119.7767,2020-01-11,1176009006.9932,1.6996
2020-01-10,USD Coin,350097573.0268,2020-01-11,287180029.1992,17.9714
2020-01-10,Wrapped Bitcoin,50248.9334,2020-01-11,125515.3927,149.7872
2020-01-10,XRP,1693646276.1124,2020-01-11,1655817070.2329,2.2336
2020-01-14,Binance Coin,299316969.4104,2020-01-15,380806616.2772,27.2252
2020-01-14,Bitcoin,44841784107.1774,2020-01-15,40102834649.9655,10.5682
2020-01-14,Cardano,125280205.6526,2020-01-15,111350540.2764,11.1188
2020-01-14,Chainlink,135612258.1744,2020-01-15,149371800.0211,10.1462
2020-01-14,Cosmos,218081722.4368,2020-01-15,256937834.0892,17.8172
2020-01-14,Crypto.com Coin,6228652.0439,2020-01-15,11692085.8011,87.7145
2020-01-14,Dogecoin,128635382.7307,2020-01-15,128940321.0341,0.2371
2020-01-14,EOS,5879519787.6821,2020-01-15,5464624785.953,7.0566
2020-01-14,Ethereum,16712318373.0187,2020-01-15,15173694057.1567,9.2065
2020-01-14,IOTA,13990556.1512,2020-01-15,17181225.7211,22.8059
2020-01-14,Litecoin,5729547956.437,2020-01-15,5070738793.3011,11.4984
2020-01-14,Monero,113675911.9208,2020-01-15,166405670.8479,46.386
2020-01-14,NEM,28580821.6831,2020-01-15,30115104.7434,5.3682
2020-01-14,Stellar,325107090.7472,2020-01-15,334258693.1343,2.815
2020-01-14,Tether,57687160760.5743,2020-01-15,49045902728.2296,14.9795
2020-01-14,TRON,1466195335.9806,2020-01-15,1462008166.888,0.2856
2020-01-14,USD Coin,469120389.0712,2020-01-15,493412531.2593,5.1782
2020-01-14,Wrapped Bitcoin,410288.659,2020-01-15,191488.4875,53.3283
2020-01-14,XRP,2639844915.8038,2020-01-15,2590278224.0718,1.8776
2020-01-15,Binance Coin,380806616.2772,2020-01-16,260423403.8597,31.6127
2020-01-15,Bitcoin,40102834649.9655,2020-01-16,31313981930.8235,21.9158
2020-01-15,Cardano,111350540.2764,2020-01-16,76686221.2278,31.1308
2020-01-15,Chainlink,149371800.0211,2020-01-16,143515775.6082,3.9204
2020-01-15,Cosmos,256937834.0892,2020-01-16,292509992.7462,13.8447
2020-01-15,Crypto.com Coin,11692085.8011,2020-01-16,16061791.5344,37.3732
2020-01-15,Dogecoin,128940321.0341,2020-01-16,98124199.0159,23.8995
2020-01-15,EOS,5464624785.953,2020-01-16,4318641348.7185,20.9709
2020-01-15,Ethereum,15173694057.1567,2020-01-16,13735193017.9104,9.4802
2020-01-15,IOTA,17181225.7211,2020-01-16,11991426.8238,30.2062
2020-01-15,Litecoin,5070738793.3011,2020-01-16,4347723834.9347,14.2586
2020-01-15,Monero,166405670.8479,2020-01-16,118716552.2016,28.6583
2020-01-15,NEM,30115104.7434,2020-01-16,26614814.7903,11.623
2020-01-15,Stellar,334258693.1343,2020-01-16,316566306.9952,5.293
2020-01-15,Tether,49045902728.2296,2020-01-16,40752742738.5482,16.909
2020-01-15,TRON,1462008166.888,2020-01-16,1333108082.6785,8.8166
2020-01-15,USD Coin,493412531.2593,2020-01-16,430662073.6407,12.7176
2020-01-15,Wrapped Bitcoin,191488.4875,2020-01-16,345609.9101,80.486
2020-01-15,XRP,2590278224.0718,2020-01-16,2066952513.1288,20.2035
2020-01-16,Binance Coin,260423403.8597,2020-01-17,347229168.4948,33.3326
2020-01-16,Bitcoin,31313981930.8235,2020-01-17,36372139320.4446,16.153
2020-01-16,Cardano,76686221.2278,2020-01-17,106282893.6887,38.5945
2020-01-16,Chainlink,143515775.6082,2020-01-17,257924220.9323,79.7184
2020-01-16,Cosmos,292509992.7462,2020-01-17,314099417.8956,7.3807
2020-01-16,Crypto.com Coin,16061791.5344,2020-01-17,19425074.9439,20.9397
2020-01-16,Dogecoin,98124199.0159,2020-01-17,117752841.3226,20.0039
2020-01-16,EOS,4318641348.7185,2020-01-17,5243775636.7008,21.4219
2020-01-16,Ethereum,13735193017.9104,2020-01-17,14997091825.8827,9.1873
2020-01-16,IOTA,11991426.8238,2020-01-17,22593602.5833,88.4146
2020-01-16,Litecoin,4347723834.9347,2020-01-17,5067456613.4852,16.5542
2020-01-16,Monero,118716552.2016,2020-01-17,118624801.5192,0.0773
2020-01-16,NEM,26614814.7903,2020-01-17,25359519.5812,4.7165
2020-01-16,Stellar,316566306.9952,2020-01-17,519487809.1423,64.1008
2020-01-16,Tether,40752742738.5482,2020-01-17,47263851458.0643,15.9771
2020-01-16,TRON,1333108082.6785,2020-01-17,1420514220.3539,6.5566
2020-01-16,USD Coin,430662073.6407,2020-01-17,479116540.1828,11.2512
2020-01-16,Wrapped Bitcoin,345609.9101,2020-01-17,352333.8434,1.9455
2020-01-16,XRP,2066952513.1288,2020-01-17,2418043081.014,16.9859
2020-01-17,Binance Coin,347229168.4948,2020-01-18,257317647.4301,25.894
2020-01-17,Bitcoin,36372139320.4446,2020-01-18,32337772626.799,11.0919
2020-01-17,Cardano,106282893.6887,2020-01-18,89192475.9838,16.0801
2020-01-17,Chainlink,257924220.9323,2020-01-18,167529444.0922,35.047
2020-01-17,Cosmos,314099417.8956,2020-01-18,218755858.9203,30.3546
2020-01-17,Crypto.com Coin,19425074.9439,2020-01-18,9781479.2346,49.6451
2020-01-17,Dogecoin,117752841.3226,2020-01-18,108133942.5462,8.1687
2020-01-17,EOS,5243775636.7008,2020-01-18,4128192849.6735,21.2744
2020-01-17,Ethereum,14997091825.8827,2020-01-18,14929342255.5251,0.4518
2020-01-17,IOTA,22593602.5833,2020-01-18,19224850.5035,14.9102
2020-01-17,Litecoin,5067456613.4852,2020-01-18,4426051529.7151,12.6573
2020-01-17,Monero,118624801.5192,2020-01-18,83759886.6095,29.3909
2020-01-17,NEM,25359519.5812,2020-01-18,11819837.4788,53.3909
2020-01-17,Stellar,519487809.1423,2020-01-18,619953487.6933,19.3394
2020-01-17,Tether,47263851458.0643,2020-01-18,43805026249.886,7.3181
2020-01-17,TRON,1420514220.3539,2020-01-18,1385173970.5866,2.4878
2020-01-17,USD Coin,479116540.1828,2020-01-18,413666367.4736,13.6606
2020-01-17,Wrapped Bitcoin,352333.8434,2020-01-18,137964.8447,60.8426
2020-01-17,XRP,2418043081.014,2020-01-18,2391157803.7098,1.1119
2020-01-21,Binance Coin,295922233.2395,2020-01-22,237634401.4571,19.697
2020-01-21,Bitcoin,24097418512.0058,2020-01-22,22600204050.5816,6.2132
2020-01-21,Cardano,95915865.2309,2020-01-22,67145740.1639,29.9952
2020-01-21,Chainlink,118493953.5266,2020-01-22,97214235.511,17.9585
2020-01-21,Cosmos,138311352.6991,2020-01-22,131623771.8607,4.8352
2020-01-21,Crypto.com Coin,18718214.2397,2020-01-22,16110724.4546,13.9302
2020-01-21,Dogecoin,84321564.8832,2020-01-22,82852580.2036,1.7421
2020-01-21,EOS,2203424938.4668,2020-01-22,2301041589.1738,4.4302
2020-01-21,Ethereum,9789369362.4708,2020-01-22,9209827927.9213,5.9201
2020-01-21,IOTA,11064498.7604,2020-01-22,8834498.0767,20.1546
2020-01-21,Litecoin,3130143641.5773,2020-01-22,3076205980.4829,1.7232
2020-01-21,Monero,57432225.453,2020-01-22,59334378.6637,3.312
2020-01-21,NEM,12403297.7432,2020-01-22,12816969.55,3.3352
2020-01-21,Stellar,404072680.1075,2020-01-22,334827929.4067,17.1367
2020-01-21,Tether,31080893275.4436,2020-01-22,29749248330.1591,4.2844
2020-01-21,TRON,1239081715.1665,2020-01-22,1180207765.8076,4.7514
2020-01-21,USD Coin,311559855.594,2020-01-22,309750921.0298,0.5806
2020-01-21,Wrapped Bitcoin,344723.8784,2020-01-22,43060.0791,87.5088
2020-01-21,XRP,1701652844.5304,2020-01-22,1517150861.3322,10.8425
2020-01-22,Binance Coin,237634401.4571,2020-01-23,221009513.2352,6.996
2020-01-22,Bitcoin,22600204050.5816,2020-01-23,25770680778.6907,14.0285
2020-01-22,Cardano,67145740.1639,2020-01-23,75034252.5617,11.7483
2020-01-22,Chainlink,97214235.511,2020-01-23,128284126.3233,31.9602
2020-01-22,Cosmos,131623771.8607,2020-01-23,157800493.0466,19.8875
2020-01-22,Crypto.com Coin,16110724.4546,2020-01-23,12561724.3192,22.0288
2020-01-22,Dogecoin,82852580.2036,2020-01-23,91866620.0756,10.8796
2020-01-22,EOS,2301041589.1738,2020-01-23,2743868029.568,19.2446
2020-01-22,Ethereum,9209827927.9213,2020-01-23,10396868698.0135,12.8888
2020-01-22,IOTA,8834498.0767,2020-01-23,10908245.394,23.4733
2020-01-22,Litecoin,3076205980.4829,2020-01-23,3348002983.3368,8.8355
2020-01-22,Monero,59334378.6637,2020-01-23,60781827.881,2.4395
2020-01-22,NEM,12816969.55,2020-01-23,39933615.7532,211.5683
2020-01-22,Stellar,334827929.4067,2020-01-23,383108494.9297,14.4195
2020-01-22,Tether,29749248330.1591,2020-01-23,33631459309.9106,13.0498
2020-01-22,TRON,1180207765.8076,2020-01-23,1238646077.327,4.9515
2020-01-22,USD Coin,309750921.0298,2020-01-23,320079261.0455,3.3344
2020-01-22,Wrapped Bitcoin,43060.0791,2020-01-23,61702.901,43.2949
2020-01-22,XRP,1517150861.3322,2020-01-23,1600294983.4164,5.4803
2020-01-23,Binance Coin,221009513.2352,2020-01-24,213341614.5245,3.4695
2020-01-23,Bitcoin,25770680778.6907,2020-01-24,24397913025.6774,5.3269
2020-01-23,Cardano,75034252.5617,2020-01-24,77503651.2646,3.291
2020-01-23,Chainlink,128284126.3233,2020-01-24,121390826.5221,5.3735
2020-01-23,Cosmos,157800493.0466,2020-01-24,161825963.5515,2.551
2020-01-23,Crypto.com Coin,12561724.3192,2020-01-24,19098843.1221,52.04
2020-01-23,Dogecoin,91866620.0756,2020-01-24,86865882.4412,5.4435
2020-01-23,EOS,2743868029.568,2020-01-24,3096790654.3385,12.8622
2020-01-23,Ethereum,10396868698.0135,2020-01-24,10657671161.8162,2.5085
2020-01-23,IOTA,10908245.394,2020-01-24,7993607.3442,26.7196
2020-01-23,Litecoin,3348002983.3368,2020-01-24,3532776555.5238,5.5189
2020-01-23,Monero,60781827.881,2020-01-24,65482395.52,7.7335
2020-01-23,NEM,39933615.7532,2020-01-24,9063070.4188,77.3047
2020-01-23,Stellar,383108494.9297,2020-01-24,382153105.3979,0.2494
2020-01-23,Tether,33631459309.9106,2020-01-24,33356108237.982,0.8187
2020-01-23,TRON,1238646077.327,2020-01-24,1237593967.393,0.0849
2020-01-23,USD Coin,320079261.0455,2020-01-24,315274054.2817,1.5013
2020-01-23,Wrapped Bitcoin,61702.901,2020-01-24,65022.8948,5.3806
2020-01-23,XRP,1600294983.4164,2020-01-24,1706347378.5683,6.6271
2020-01-27,Binance Coin,227584506.063,2020-01-28,257579474.9606,13.1797
2020-01-27,Bitcoin,28647338393.165,2020-01-28,34398744402.6914,20.0766
2020-01-27,Cardano,97006750.3473,2020-01-28,207996791.4848,114.4148
2020-01-27,Chainlink,125100879.2085,2020-01-28,130829515.9587,4.5792
2020-01-27,Cosmos,166514161.1325,2020-01-28,201500979.2504,21.0113
2020-01-27,Crypto.com Coin,10449071.1365,2020-01-28,10067207.5293,3.6545
2020-01-27,Dogecoin,89023414.0232,2020-01-28,91528770.7801,2.8143
2020-01-27,EOS,3757546389.3297,2020-01-28,3925809247.8725,4.478
2020-01-27,Ethereum,11004476145.2172,2020-01-28,11772875063.6629,6.9826
2020-01-27,IOTA,9055222.7668,2020-01-28,21035858.9828,132.3064
2020-01-27,Litecoin,3832184227.8602,2020-01-28,4220742210.1839,10.1393
2020-01-27,Monero,65532166.3475,2020-01-28,60865269.1124,7.1215
2020-01-27,NEM,31891184.3655,2020-01-28,11852753.4222,62.8338
2020-01-27,Stellar,354309857.9849,2020-01-28,435796279.7878,22.9986
2020-01-27,Tether,37771545362.0119,2020-01-28,44123906992.9533,16.8178
2020-01-27,TRON,1323659601.0315,2020-01-28,1624609028.1528,22.7362
2020-01-27,USD Coin,393996732.5727,2020-01-28,502474593.9132,27.5327
2020-01-27,Wrapped Bitcoin,73740.8311,2020-01-28,228244.1003,209.522
2020-01-27,XRP,1722593698.9114,2020-01-28,2052700894.2991,19.1634
2020-01-28,Binance Coin,257579474.9606,2020-01-29,221674738.8694,13.9393
2020-01-28,Bitcoin,34398744402.6914,2020-01-29,30682598115.464,10.8031
2020-01-28,Cardano,207996791.4848,2020-01-29,187136957.8611,10.0289
2020-01-28,Chainlink,130829515.9587,2020-01-29,166469456.7803,27.2415
2020-01-28,Cosmos,201500979.2504,2020-01-29,195873920.0415,2.7926
2020-01-28,Crypto.com Coin,10067207.5293,2020-01-29,6290559.0082,37.5144
2020-01-28,Dogecoin,91528770.7801,2020-01-29,80676218.5518,11.857
2020-01-28,EOS,3925809247.8725,2020-01-29,3423336507.8918,12.7992
2020-01-28,Ethereum,11772875063.6629,2020-01-29,10725267310.6002,8.8985
2020-01-28,IOTA,21035858.9828,2020-01-29,29874958.0228,42.0192
2020-01-28,Litecoin,4220742210.1839,2020-01-29,3894445882.4026,7.7308
2020-01-28,Monero,60865269.1124,2020-01-29,75659540.1992,24.3066
2020-01-28,NEM,11852753.4222,2020-01-29,28332246.8397,139.0351
2020-01-28,Stellar,435796279.7878,2020-01-29,408058901.8994,6.3648
2020-01-28,Tether,44123906992.9533,2020-01-29,42323320107.7686,4.0808
2020-01-28,TRON,1624609028.1528,2020-01-29,1509737028.0039,7.0707
2020-01-28,USD Coin,502474593.9132,2020-01-29,381758731.9516,24.0243
2020-01-28,Wrapped Bitcoin,228244.1003,2020-01-29,140845.1103,38.2919
2020-01-28,XRP,2052700894.2991,2020-01-29,1883265673.8436,8.2543
2020-01-29,Binance Coin,221674738.8694,2020-01-30,264686498.3576,19.4031
2020-01-29,Bitcoin,30682598115.464,2020-01-30,32378792850.8777,5.5282
2020-01-29,Cardano,187136957.8611,2020-01-30,153009927.6884,18.2364
2020-01-29,Chainlink,166469456.7803,2020-01-30,189044588.9983,13.5611
2020-01-29,Cosmos,195873920.0415,2020-01-30,193799097.4885,1.0593
2020-01-29,Crypto.com Coin,6290559.0082,2020-01-30,4999481.9962,20.524
2020-01-29,Dogecoin,80676218.5518,2020-01-30,83967913.6333,4.0801
2020-01-29,EOS,3423336507.8918,2020-01-30,4566252853.3478,33.386
2020-01-29,Ethereum,10725267310.6002,2020-01-30,12604789338.0387,17.5242
2020-01-29,IOTA,29874958.0228,2020-01-30,25879084.5014,13.3753
2020-01-29,Litecoin,3894445882.4026,2020-01-30,6042169956.6712,55.1484
2020-01-29,Monero,75659540.1992,2020-01-30,96778424.2875,27.913
2020-01-29,NEM,28332246.8397,2020-01-30,25269564.0558,10.8099
2020-01-29,Stellar,408058901.8994,2020-01-30,382600193.2471,6.239
2020-01-29,Tether,42323320107.7686,2020-01-30,43624728074.1428,3.0749
2020-01-29,TRON,1509737028.0039,2020-01-30,1581901735.1135,4.78
2020-01-29,USD Coin,381758731.9516,2020-01-30,316332808.4936,17.138
2020-01-29,Wrapped Bitcoin,140845.1103,2020-01-30,223482.6054,58.6726
2020-01-29,XRP,1883265673.8436,2020-01-30,2125017677.5616,12.8369
2020-01-30,Binance Coin,264686498.3576,2020-01-31,245035922.0887,7.4241
2020-01-30,Bitcoin,32378792850.8777,2020-01-31,29432489719.1331,9.0995
2020-01-30,Cardano,153009927.6884,2020-01-31,130754832.2132,14.5449
2020-01-30,Chainlink,189044588.9983,2020-01-31,132881058.7834,29.7091
2020-01-30,Cosmos,193799097.4885,2020-01-31,199363104.7079,2.871
2020-01-30,Crypto.com Coin,4999481.9962,2020-01-31,5277591.3573,5.5628
2020-01-30,Dogecoin,83967913.6333,2020-01-31,76519295.2996,8.8708
2020-01-30,EOS,4566252853.3478,2020-01-31,3713840781.2489,18.6676
2020-01-30,Ethereum,12604789338.0387,2020-01-31,11728616393.8933,6.9511
2020-01-30,IOTA,25879084.5014,2020-01-31,13380056.0918,48.2978
2020-01-30,Litecoin,6042169956.6712,2020-01-31,5718104790.6604,5.3634
2020-01-30,Monero,96778424.2875,2020-01-31,113417706.0994,17.1932
2020-01-30,NEM,25269564.0558,2020-01-31,29446902.6647,16.5311
2020-01-30,Stellar,382600193.2471,2020-01-31,365221347.5181,4.5423
2020-01-30,Tether,43624728074.1428,2020-01-31,40496855325.186,7.17
2020-01-30,TRON,1581901735.1135,2020-01-31,1451545525.3573,8.2405
2020-01-30,USD Coin,316332808.4936,2020-01-31,361818895.7753,14.3792
2020-01-30,Wrapped Bitcoin,223482.6054,2020-01-31,124209.9565,44.4207
2020-01-30,XRP,2125017677.5616,2020-01-31,1892170751.8844,10.9574
2020-02-03,Binance Coin,227749149.5979,2020-02-04,213533736.5988,6.2417
2020-02-03,Bitcoin,30934096508.7388,2020-02-04,29893183716.0878,3.3649
2020-02-03,Cardano,106658349.1175,2020-02-04,108933030.543,2.1327
2020-02-03,Chainlink,128902317.3866,2020-02-04,134721883.7669,4.5147
2020-02-03,Cosmos,169613306.255,2020-02-04,199182438.4506,17.4333
2020-02-03,Crypto.com Coin,10608955.4234,2020-02-04,15316509.1508,44.3734
2020-02-03,Dogecoin,78856631.3267,2020-02-04,89790001.9271,13.8649
2020-02-03,EOS,2957930221.4908,2020-02-04,2817365160.0813,4.7521
2020-02-03,Ethereum,12392875241.4011,2020-02-04,11714191695.0612,5.4764
2020-02-03,IOTA,55125225.2836,2020-02-04,36298174.0176,34.1532
2020-02-03,Litecoin,4965069689.6858,2020-02-04,4449652116.9802,10.3809
2020-02-03,Monero,112774900.2793,2020-02-04,80747174.2058,28.3997
2020-02-03,NEM,31309382.0623,2020-02-04,32471576.3278,3.712
2020-02-03,Stellar,386201629.4714,2020-02-04,435813335.582,12.8461
2020-02-03,Tether,39849489335.5747,2020-02-04,36950713370.7048,7.2743
2020-02-03,TRON,1419005610.0501,2020-02-04,1407881433.3026,0.7839
2020-02-03,USD Coin,387993602.3201,2020-02-04,382499609.3627,1.416
2020-02-03,Wrapped Bitcoin,128019.1278,2020-02-04,103891.9082,18.8466
2020-02-03,XRP,2156814065.0053,2020-02-04,2900951895.6204,34.5017
2020-02-05,Binance Coin,301486499.3204,2020-02-06,394704715.8583,30.9195
2020-02-05,Bitcoin,35222060874.4553,2020-02-06,37628823715.5135,6.8331
2020-02-05,Cardano,138149930.7923,2020-02-06,136652022.9537,1.0843
2020-02-05,Chainlink,157306879.3065,2020-02-06,165611491.9451,5.2792
2020-02-05,Cosmos,219629627.2697,2020-02-06,245005952.4552,11.5541
2020-02-05,Crypto.com Coin,23670041.9137,2020-02-06,18881271.9411,20.2314
2020-02-05,Dogecoin,105741619.2469,2020-02-06,108711613.8601,2.8087
2020-02-05,EOS,3717109097.0491,2020-02-06,3884292053.4644,4.4977
2020-02-05,Ethereum,14865434434.9265,2020-02-06,16425589682.5221,10.4952
2020-02-05,IOTA,33013628.5954,2020-02-06,26353731.759,20.1732
2020-02-05,Litecoin,5169585841.4261,2020-02-06,5463272393.8908,5.681
2020-02-05,Monero,86614280.5978,2020-02-06,89213793.7691,3.0013
2020-02-05,NEM,52706547.6779,2020-02-06,75110508.7982,42.507
2020-02-05,Stellar,520288060.5832,2020-02-06,516539220.3208,0.7205
2020-02-05,Tether,46504757742.0925,2020-02-06,46549174002.9309,0.0955
2020-02-05,TRON,1511971142.8157,2020-02-06,1944165321.467,28.5848
2020-02-05,USD Coin,468527693.1103,2020-02-06,501097853.9701,6.9516
2020-02-05,Wrapped Bitcoin,513484.738,2020-02-06,230048.3996,55.1986
2020-02-05,XRP,3332447611.0172,2020-02-06,3079150333.3132,7.6009
2020-02-06,Binance Coin,394704715.8583,2020-02-07,485529457.3971,23.0108
2020-02-06,Bitcoin,37628823715.5135,2020-02-07,34522718159.4693,8.2546
2020-02-06,Cardano,136652022.9537,2020-02-07,132154529.8973,3.2912
2020-02-06,Chainlink,165611491.9451,2020-02-07,380527539.1832,129.7712
2020-02-06,Cosmos,245005952.4552,2020-02-07,263626978.593,7.6002
2020-02-06,Crypto.com Coin,18881271.9411,2020-02-07,19060486.1661,0.9492
2020-02-06,Dogecoin,108711613.8601,2020-02-07,130273878.4392,19.8344
2020-02-06,EOS,3884292053.4644,2020-02-07,3516464246.1105,9.4696
2020-02-06,Ethereum,16425589682.5221,2020-02-07,16673443564.2959,1.5089
2020-02-06,IOTA,26353731.759,2020-02-07,17253948.7001,34.5294
2020-02-06,Litecoin,5463272393.8908,2020-02-07,5051951257.5183,7.5288
2020-02-06,Monero,89213793.7691,2020-02-07,110193000.2633,23.5157
2020-02-06,NEM,75110508.7982,2020-02-07,44272616.0283,41.0567
2020-02-06,Stellar,516539220.3208,2020-02-07,519263943.0133,0.5275
2020-02-06,Tether,46549174002.9309,2020-02-07,42966951014.7593,7.6956
2020-02-06,TRON,1944165321.467,2020-02-07,1757671584.2658,9.5925
2020-02-06,USD Coin,501097853.9701,2020-02-07,676480628.7415,34.9997
2020-02-06,Wrapped Bitcoin,230048.3996,2020-02-07,414506.8787,80.1825
2020-02-06,XRP,3079150333.3132,2020-02-07,2372731516.7473,22.942
2020-02-07,Binance Coin,485529457.3971,2020-02-08,376067881.2855,22.5448
2020-02-07,Bitcoin,34522718159.4693,2020-02-08,35172043761.8284,1.8809
2020-02-07,Cardano,132154529.8973,2020-02-08,135969080.1329,2.8864
2020-02-07,Chainlink,380527539.1832,2020-02-08,305697105.816,19.6649
2020-02-07,Cosmos,263626978.593,2020-02-08,223813432.7823,15.1022
2020-02-07,Crypto.com Coin,19060486.1661,2020-02-08,12449261.9553,34.6855
2020-02-07,Dogecoin,130273878.4392,2020-02-08,203803814.4327,56.4426
2020-02-07,EOS,3516464246.1105,2020-02-08,3764687323.9247,7.0589
2020-02-07,Ethereum,16673443564.2959,2020-02-08,16741203125.0677,0.4064
2020-02-07,IOTA,17253948.7001,2020-02-08,20175709.2077,16.9339
2020-02-07,Litecoin,5051951257.5183,2020-02-08,5496860398.6096,8.8067
2020-02-07,Monero,110193000.2633,2020-02-08,106189645.2226,3.633
2020-02-07,NEM,44272616.0283,2020-02-08,43040937.1358,2.782
